review_id,review_text,sentiment,review_text
29cd6e7c-e609-40d6-a538-8651af4480f6,"If you're looking for a basic rental, this is okay. The passable was waiting time, and the staff professionalism was neutral.",neutral,"If you're looking for a basic rental, this is okay. The passable was waiting time, and the staff professionalism was neutral."
26155c6b-5f7a-4f1d-b62b-258de6562640,"Fairly standard. The decent was insurance options, and the pickup process was neither good nor bad.",neutral,"Fairly standard. The decent was insurance options, and the pickup process was neither good nor bad."
f5c0e360-66aa-471d-95ed-6c11e7bb3fa2,"A decent experience. The standard was GPS availability, and the tire condition could have been better.",neutral,"A decent experience. The standard was GPS availability, and the tire condition could have been better."
1c6f125e-f1c4-43a6-9087-f70719ef32ad,"If you're looking for a basic rental, this is okay. The fair was deposit policy, and the fuel policy was neutral.",neutral,"If you're looking for a basic rental, this is okay. The fair was deposit policy, and the fuel policy was neutral."
a3bed600-ad74-42a0-a3aa-ac8057684ec0,"Pretty average overall. The fine was hidden fees, and the fuel policy was nothing special.",neutral,"Pretty average overall. The fine was hidden fees, and the fuel policy was nothing special."
ee87eba9-c934-4d37-879d-ae3973ef039a,"Fairly standard. The mediocre was booking ease, and the drop-off experience was neither good nor bad.",neutral,"Fairly standard. The mediocre was booking ease, and the drop-off experience was neither good nor bad."
744de545-b696-49ae-b019-85d1c8379af7,"Fairly standard. The fair was GPS availability, and the vehicle condition was neither good nor bad.",neutral,"Fairly standard. The fair was GPS availability, and the vehicle condition was neither good nor bad."
5ba9269a-6921-450a-baa8-0e4063266d88,"An ordinary experience. The passable was staff professionalism, and the drop-off experience was nothing to rave about.",neutral,"An ordinary experience. The passable was staff professionalism, and the drop-off experience was nothing to rave about."
dab370cb-acd4-4a62-8642-de4056eb5b64,"A decent experience. The neutral was roadside assistance, and the deposit policy could have been better.",neutral,"A decent experience. The neutral was roadside assistance, and the deposit policy could have been better."
e4530cd9-5f4a-42ee-afc5-2a64321901d9,"Fairly standard. The ordinary was drop-off experience, and the mileage limit was neither good nor bad.",neutral,"Fairly standard. The ordinary was drop-off experience, and the mileage limit was neither good nor bad."
508b9e5f-186c-462d-8d1a-6aa9a1679a91,"Fairly standard. The neutral was booking ease, and the car cleanliness was neither good nor bad.",neutral,"Fairly standard. The neutral was booking ease, and the car cleanliness was neither good nor bad."
3033b401-7c8a-4279-817f-068c4fecdfe5,"Nothing exceptional, but nothing terrible either. The passable was customer service, and the GPS availability was fine.",neutral,"Nothing exceptional, but nothing terrible either. The passable was customer service, and the GPS availability was fine."
2878bae5-ab04-4b9a-90f4-8d8dd9961567,"If you're looking for a basic rental, this is okay. The fair was pricing, and the insurance options was neutral.",neutral,"If you're looking for a basic rental, this is okay. The fair was pricing, and the insurance options was neutral."
9caced91-7dd3-404f-b33d-c879bc101b05,"Not the best, not the worst—just okay. The car cleanliness was fine, and the insurance options was acceptable.",neutral,"Not the best, not the worst—just okay. The car cleanliness was fine, and the insurance options was acceptable."
06db72ec-ae87-42fb-ad46-0299bc60fd87,"Pretty average overall. The standard was staff professionalism, and the insurance options was nothing special.",neutral,"Pretty average overall. The standard was staff professionalism, and the insurance options was nothing special."
758f20aa-65b1-45c6-ba48-dbf6edfde86b,"Nothing exceptional, but nothing terrible either. The ordinary was return policy, and the car cleanliness was fine.",neutral,"Nothing exceptional, but nothing terrible either. The ordinary was return policy, and the car cleanliness was fine."
d83dd671-0541-42dc-973d-73b93d4719cc,"The rental was okay. The fuel policy was okay, and the mileage limit was neither great nor bad.",neutral,"The rental was okay. The fuel policy was okay, and the mileage limit was neither great nor bad."
372cc36c-3751-4eaa-9501-1ae6241f2cd2,"If you're looking for a basic rental, this is okay. The standard was vehicle condition, and the pickup process was neutral.",neutral,"If you're looking for a basic rental, this is okay. The standard was vehicle condition, and the pickup process was neutral."
aec6a428-980f-4c0f-985b-958bfe847615,"A decent experience. The mediocre was fuel policy, and the air conditioning could have been better.",neutral,"A decent experience. The mediocre was fuel policy, and the air conditioning could have been better."
1fb34eff-8a7b-4a5c-aaeb-fafed30a571f,"An ordinary experience. The okay was hidden fees, and the tire condition was nothing to rave about.",neutral,"An ordinary experience. The okay was hidden fees, and the tire condition was nothing to rave about."
363c1018-b8d2-4c9f-8594-8de569f75258,"Fairly standard. The mediocre was upgrade options, and the hidden fees was neither good nor bad.",neutral,"Fairly standard. The mediocre was upgrade options, and the hidden fees was neither good nor bad."
7e4ccd94-cd9c-418d-8818-04b182fa7295,"Nothing exceptional, but nothing terrible either. The average was roadside assistance, and the booking ease was fine.",neutral,"Nothing exceptional, but nothing terrible either. The average was roadside assistance, and the booking ease was fine."
1cd86cad-83e6-42b8-83de-7319724225b0,"Not the best, not the worst—just okay. The car cleanliness was fine, and the booking ease was acceptable.",neutral,"Not the best, not the worst—just okay. The car cleanliness was fine, and the booking ease was acceptable."
cc8b73bb-033f-4a0f-b515-1605d5c2fb55,"Nothing exceptional, but nothing terrible either. The fair was mileage limit, and the air conditioning was fine.",neutral,"Nothing exceptional, but nothing terrible either. The fair was mileage limit, and the air conditioning was fine."
dcf920b7-4038-406d-86c1-037175560e55,"The rental was average. The booking ease was okay, and the tire condition was neither great nor bad.",neutral,"The rental was average. The booking ease was okay, and the tire condition was neither great nor bad."
d98bcb00-cd24-4040-bcdc-8be7807581c0,"Didn't impress, but didn't disappoint either. The passable was car cleanliness, and the staff professionalism was alright.",neutral,"Didn't impress, but didn't disappoint either. The passable was car cleanliness, and the staff professionalism was alright."
8764b61b-44eb-4960-ae4b-8a7a643e7063,"Fairly standard. The okay was waiting time, and the insurance options was neither good nor bad.",neutral,"Fairly standard. The okay was waiting time, and the insurance options was neither good nor bad."
5206ea06-8187-49b1-8a1d-14be430666e2,"Didn't impress, but didn't disappoint either. The decent was customer service, and the air conditioning was alright.",neutral,"Didn't impress, but didn't disappoint either. The decent was customer service, and the air conditioning was alright."
44f4fc58-7899-43f4-a2ed-8d08683eae0f,"An ordinary experience. The mediocre was waiting time, and the pricing was nothing to rave about.",neutral,"An ordinary experience. The mediocre was waiting time, and the pricing was nothing to rave about."
f31ca45c-46b4-4c55-8fe4-5b65e0709ce0,"A decent experience. The fine was upgrade options, and the roadside assistance could have been better.",neutral,"A decent experience. The fine was upgrade options, and the roadside assistance could have been better."
1748807a-8368-4d71-881c-7ae32f1d387e,"The rental was okay. The insurance options was okay, and the deposit policy was neither great nor bad.",neutral,"The rental was okay. The insurance options was okay, and the deposit policy was neither great nor bad."
449b6223-fa81-445a-9836-a08adad52ea0,"Not the best, not the worst—just fair. The waiting time was fine, and the drop-off experience was acceptable.",neutral,"Not the best, not the worst—just fair. The waiting time was fine, and the drop-off experience was acceptable."
7f12f623-9d5e-45e2-b861-a8660ff27741,"If you're looking for a basic rental, this is okay. The passable was insurance options, and the return policy was neutral.",neutral,"If you're looking for a basic rental, this is okay. The passable was insurance options, and the return policy was neutral."
d2a0ea92-7909-4a57-88a2-001ded38a3b0,"If you're looking for a basic rental, this is okay. The mediocre was mileage limit, and the air conditioning was neutral.",neutral,"If you're looking for a basic rental, this is okay. The mediocre was mileage limit, and the air conditioning was neutral."
9be01f4c-bec2-4e89-8209-e950837538e6,"An ordinary experience. The mediocre was pricing, and the car cleanliness was nothing to rave about.",neutral,"An ordinary experience. The mediocre was pricing, and the car cleanliness was nothing to rave about."
f4900095-773e-4124-9679-0fda1bb872cd,"If you're looking for a basic rental, this is okay. The fair was waiting time, and the mileage limit was neutral.",neutral,"If you're looking for a basic rental, this is okay. The fair was waiting time, and the mileage limit was neutral."
28b9a147-ae4b-4961-894a-067fe164b2f2,"Nothing too exciting. The ordinary was roadside assistance, and the deposit policy was just okay.",neutral,"Nothing too exciting. The ordinary was roadside assistance, and the deposit policy was just okay."
424814de-de16-4561-9c15-7b96dcb9c67d,"Nothing too exciting. The average was customer service, and the staff professionalism was just okay.",neutral,"Nothing too exciting. The average was customer service, and the staff professionalism was just okay."
cc06b54e-5660-4fa3-bcac-568d053483da,"Fairly standard. The ordinary was car cleanliness, and the upgrade options was neither good nor bad.",neutral,"Fairly standard. The ordinary was car cleanliness, and the upgrade options was neither good nor bad."
008d38eb-3f41-49ef-97d2-b06ed38b9216,"Fairly standard. The fair was fuel policy, and the pickup process was neither good nor bad.",neutral,"Fairly standard. The fair was fuel policy, and the pickup process was neither good nor bad."
6ce49208-6a05-4337-a467-0d838613ac91,"Nothing too exciting. The passable was insurance options, and the hidden fees was just okay.",neutral,"Nothing too exciting. The passable was insurance options, and the hidden fees was just okay."
b8cf9b77-7be6-40dc-9b4b-d942260132a6,"Nothing too exciting. The ordinary was fuel policy, and the deposit policy was just okay.",neutral,"Nothing too exciting. The ordinary was fuel policy, and the deposit policy was just okay."
8237b43c-1e11-4362-8598-c3c853f5e4bb,"Nothing exceptional, but nothing terrible either. The mediocre was pricing, and the car cleanliness was fine.",neutral,"Nothing exceptional, but nothing terrible either. The mediocre was pricing, and the car cleanliness was fine."
b6224bbe-522a-4431-9b78-88e2f3d9b10f,"Didn't impress, but didn't disappoint either. The decent was booking ease, and the roadside assistance was alright.",neutral,"Didn't impress, but didn't disappoint either. The decent was booking ease, and the roadside assistance was alright."
57810e36-124c-4c83-944b-1d4c3a5cb753,"Didn't impress, but didn't disappoint either. The okay was return policy, and the fuel policy was alright.",neutral,"Didn't impress, but didn't disappoint either. The okay was return policy, and the fuel policy was alright."
37fb5091-fa16-4269-b61e-6c065268d7a3,"If you're looking for a basic rental, this is okay. The okay was insurance options, and the deposit policy was neutral.",neutral,"If you're looking for a basic rental, this is okay. The okay was insurance options, and the deposit policy was neutral."
bc17f7f7-19a1-4dc2-8bb8-f238d22c9cb5,"Nothing exceptional, but nothing terrible either. The average was tire condition, and the car cleanliness was fine.",neutral,"Nothing exceptional, but nothing terrible either. The average was tire condition, and the car cleanliness was fine."
d565338a-8da4-4ef3-beb6-c8b0104fd6fa,"Fairly standard. The fine was air conditioning, and the roadside assistance was neither good nor bad.",neutral,"Fairly standard. The fine was air conditioning, and the roadside assistance was neither good nor bad."
176d521b-d904-4ed2-aecf-3fd48d02e2bf,"The rental was neutral. The pickup process was okay, and the mileage limit was neither great nor bad.",neutral,"The rental was neutral. The pickup process was okay, and the mileage limit was neither great nor bad."
7c535a27-7e5a-49c5-a21d-365659755d06,"Pretty average overall. The neutral was pricing, and the upgrade options was nothing special.",neutral,"Pretty average overall. The neutral was pricing, and the upgrade options was nothing special."
4fada915-0b5c-4a2c-9449-cb3dfa0feac2,"Nothing too exciting. The passable was vehicle condition, and the air conditioning was just okay.",neutral,"Nothing too exciting. The passable was vehicle condition, and the air conditioning was just okay."
83a7883c-b46b-4181-a4b8-999eb7b4e985,"Pretty average overall. The okay was drop-off experience, and the return policy was nothing special.",neutral,"Pretty average overall. The okay was drop-off experience, and the return policy was nothing special."
bd7cf761-02f2-49e1-9498-2b73a7258878,"An ordinary experience. The fine was air conditioning, and the booking ease was nothing to rave about.",neutral,"An ordinary experience. The fine was air conditioning, and the booking ease was nothing to rave about."
58f7351c-b719-4eb3-b814-02d2f54a571c,"The rental was standard. The tire condition was okay, and the customer service was neither great nor bad.",neutral,"The rental was standard. The tire condition was okay, and the customer service was neither great nor bad."
a1d5a72a-b380-4a36-87c5-21743ac9d0f3,"A decent experience. The average was pickup process, and the tire condition could have been better.",neutral,"A decent experience. The average was pickup process, and the tire condition could have been better."
52bb5742-72b7-4c01-9ffd-f362a155d87b,"Nothing too exciting. The fine was GPS availability, and the deposit policy was just okay.",neutral,"Nothing too exciting. The fine was GPS availability, and the deposit policy was just okay."
0c67b592-c707-4549-8407-ca941aa22cfa,"An ordinary experience. The average was booking ease, and the insurance options was nothing to rave about.",neutral,"An ordinary experience. The average was booking ease, and the insurance options was nothing to rave about."
281cab80-bdfa-421d-ae7e-04912c548118,"A decent experience. The mediocre was upgrade options, and the drop-off experience could have been better.",neutral,"A decent experience. The mediocre was upgrade options, and the drop-off experience could have been better."
bdf8fbd4-c959-41ae-a8e3-2eaf1f427461,"A decent experience. The decent was GPS availability, and the pickup process could have been better.",neutral,"A decent experience. The decent was GPS availability, and the pickup process could have been better."
766ab9d6-34b2-41d9-9fa5-755aa0aa90a0,"Fairly standard. The fine was mileage limit, and the car cleanliness was neither good nor bad.",neutral,"Fairly standard. The fine was mileage limit, and the car cleanliness was neither good nor bad."
44c2b9e1-2c96-4740-948c-0a624cf71866,"Not the best, not the worst—just mediocre. The vehicle condition was fine, and the tire condition was acceptable.",neutral,"Not the best, not the worst—just mediocre. The vehicle condition was fine, and the tire condition was acceptable."
d191a187-a05a-4745-b7bf-f15cc56668ca,"Pretty average overall. The neutral was pickup process, and the mileage limit was nothing special.",neutral,"Pretty average overall. The neutral was pickup process, and the mileage limit was nothing special."
734e5d8c-3ccc-43d5-940a-9b5d6110b5d7,"If you're looking for a basic rental, this is okay. The mediocre was hidden fees, and the drop-off experience was neutral.",neutral,"If you're looking for a basic rental, this is okay. The mediocre was hidden fees, and the drop-off experience was neutral."
6112fb88-6852-4a5d-9f8b-d91aef737715,"The rental was decent. The fuel policy was okay, and the roadside assistance was neither great nor bad.",neutral,"The rental was decent. The fuel policy was okay, and the roadside assistance was neither great nor bad."
5b608634-cbb2-469b-ae63-e7c6d017db46,"Fairly standard. The neutral was waiting time, and the customer service was neither good nor bad.",neutral,"Fairly standard. The neutral was waiting time, and the customer service was neither good nor bad."
03a4d750-cdb9-438e-b0e8-49c649815415,"The rental was average. The insurance options was okay, and the mileage limit was neither great nor bad.",neutral,"The rental was average. The insurance options was okay, and the mileage limit was neither great nor bad."
aadaab12-796d-4bda-9770-16c15386945a,"Fairly standard. The decent was customer service, and the air conditioning was neither good nor bad.",neutral,"Fairly standard. The decent was customer service, and the air conditioning was neither good nor bad."
dabd734c-2f8a-4c8d-bbbc-07206ad383e2,"Not the best, not the worst—just fine. The booking ease was fine, and the fuel policy was acceptable.",neutral,"Not the best, not the worst—just fine. The booking ease was fine, and the fuel policy was acceptable."
dcdfb05c-cbe6-4f3c-b1df-f00ccf4622e7,"An ordinary experience. The passable was insurance options, and the deposit policy was nothing to rave about.",neutral,"An ordinary experience. The passable was insurance options, and the deposit policy was nothing to rave about."
fdd77cc1-6fc0-4395-97df-0777530d01c8,"Nothing too exciting. The ordinary was fuel policy, and the waiting time was just okay.",neutral,"Nothing too exciting. The ordinary was fuel policy, and the waiting time was just okay."
c58ef7ec-dfee-4a19-a2f7-4ed14f398cd5,"Nothing too exciting. The mediocre was staff professionalism, and the vehicle condition was just okay.",neutral,"Nothing too exciting. The mediocre was staff professionalism, and the vehicle condition was just okay."
454daece-660c-48a5-8571-35bf4a56d891,"If you're looking for a basic rental, this is okay. The ordinary was mileage limit, and the roadside assistance was neutral.",neutral,"If you're looking for a basic rental, this is okay. The ordinary was mileage limit, and the roadside assistance was neutral."
a6222491-a746-4f66-a049-eb116e65f173,"Not the best, not the worst—just standard. The drop-off experience was fine, and the upgrade options was acceptable.",neutral,"Not the best, not the worst—just standard. The drop-off experience was fine, and the upgrade options was acceptable."
8e1f1f2e-6d85-4b4d-baae-50ee1b39849b,"If you're looking for a basic rental, this is okay. The standard was mileage limit, and the drop-off experience was neutral.",neutral,"If you're looking for a basic rental, this is okay. The standard was mileage limit, and the drop-off experience was neutral."
bf8f91b8-a73a-484d-aeac-85c1cf2bcf8f,"Didn't impress, but didn't disappoint either. The fair was staff professionalism, and the mileage limit was alright.",neutral,"Didn't impress, but didn't disappoint either. The fair was staff professionalism, and the mileage limit was alright."
241d16f6-16e9-4212-aa93-235d996d06a1,"The rental was ordinary. The car cleanliness was okay, and the customer service was neither great nor bad.",neutral,"The rental was ordinary. The car cleanliness was okay, and the customer service was neither great nor bad."
c859b129-f1ca-4ac1-8d93-d8f615ba6651,"Fairly standard. The fine was air conditioning, and the car cleanliness was neither good nor bad.",neutral,"Fairly standard. The fine was air conditioning, and the car cleanliness was neither good nor bad."
2d4ed47e-4e0e-4b6f-8b32-8b6f8260a667,"An ordinary experience. The passable was pricing, and the tire condition was nothing to rave about.",neutral,"An ordinary experience. The passable was pricing, and the tire condition was nothing to rave about."
d675cd02-57b4-4bf7-95e4-0a5035915005,"Nothing exceptional, but nothing terrible either. The standard was fuel policy, and the roadside assistance was fine.",neutral,"Nothing exceptional, but nothing terrible either. The standard was fuel policy, and the roadside assistance was fine."
a914469b-553d-43ae-91d0-bbb720914f9f,"If you're looking for a basic rental, this is okay. The neutral was vehicle condition, and the return policy was neutral.",neutral,"If you're looking for a basic rental, this is okay. The neutral was vehicle condition, and the return policy was neutral."
78c5e59e-ef7b-4eaf-9b47-b33586c8cbb7,"Nothing too exciting. The average was pricing, and the staff professionalism was just okay.",neutral,"Nothing too exciting. The average was pricing, and the staff professionalism was just okay."
5e740375-43cc-4e1f-bc8e-3a4cea0252f6,"Pretty average overall. The passable was air conditioning, and the vehicle condition was nothing special.",neutral,"Pretty average overall. The passable was air conditioning, and the vehicle condition was nothing special."
fa539318-3e54-4bea-b1e1-6d1141761b19,"A decent experience. The average was mileage limit, and the vehicle condition could have been better.",neutral,"A decent experience. The average was mileage limit, and the vehicle condition could have been better."
4198f000-5393-400f-956c-30e004c35070,"Didn't impress, but didn't disappoint either. The fine was return policy, and the roadside assistance was alright.",neutral,"Didn't impress, but didn't disappoint either. The fine was return policy, and the roadside assistance was alright."
cb811faa-29a0-4db8-a326-4c25a982f056,"Nothing exceptional, but nothing terrible either. The mediocre was tire condition, and the pricing was fine.",neutral,"Nothing exceptional, but nothing terrible either. The mediocre was tire condition, and the pricing was fine."
280be8a8-d31d-41e7-9088-93ad8ab791ae,"An ordinary experience. The average was waiting time, and the booking ease was nothing to rave about.",neutral,"An ordinary experience. The average was waiting time, and the booking ease was nothing to rave about."
e38757b9-e8ee-4079-8df4-237e966ab429,"Fairly standard. The standard was vehicle condition, and the insurance options was neither good nor bad.",neutral,"Fairly standard. The standard was vehicle condition, and the insurance options was neither good nor bad."
fa96d65b-7299-4365-af69-9b2e52475eb4,"Didn't impress, but didn't disappoint either. The okay was tire condition, and the hidden fees was alright.",neutral,"Didn't impress, but didn't disappoint either. The okay was tire condition, and the hidden fees was alright."
97b40f19-6726-44ea-bf20-b145cb8c75ba,"The rental was average. The fuel policy was okay, and the insurance options was neither great nor bad.",neutral,"The rental was average. The fuel policy was okay, and the insurance options was neither great nor bad."
59c3ad9a-c58e-4a7f-b811-5bbec8d14690,"An ordinary experience. The fair was staff professionalism, and the GPS availability was nothing to rave about.",neutral,"An ordinary experience. The fair was staff professionalism, and the GPS availability was nothing to rave about."
af829da8-60ec-47d5-b980-bcdc7be9363a,"If you're looking for a basic rental, this is okay. The okay was roadside assistance, and the air conditioning was neutral.",neutral,"If you're looking for a basic rental, this is okay. The okay was roadside assistance, and the air conditioning was neutral."
d98862a4-2acf-45b1-a2f6-fa7aae5a434c,"Pretty average overall. The decent was staff professionalism, and the car cleanliness was nothing special.",neutral,"Pretty average overall. The decent was staff professionalism, and the car cleanliness was nothing special."
d4017f4c-e46e-489d-b3f1-469c0eca7eb4,"Nothing too exciting. The fair was roadside assistance, and the insurance options was just okay.",neutral,"Nothing too exciting. The fair was roadside assistance, and the insurance options was just okay."
24932eb0-11c7-4584-8170-b60ed14659e6,"The rental was fine. The pickup process was okay, and the mileage limit was neither great nor bad.",neutral,"The rental was fine. The pickup process was okay, and the mileage limit was neither great nor bad."
74bbf2eb-1721-4171-b7ec-8d2f05146210,"Didn't impress, but didn't disappoint either. The fair was car cleanliness, and the GPS availability was alright.",neutral,"Didn't impress, but didn't disappoint either. The fair was car cleanliness, and the GPS availability was alright."
29a5c235-d567-47f3-b43d-fea1b0310959,"If you're looking for a basic rental, this is okay. The neutral was customer service, and the staff professionalism was neutral.",neutral,"If you're looking for a basic rental, this is okay. The neutral was customer service, and the staff professionalism was neutral."
67b0bcb4-119f-49fd-9e5a-c449f2e635fb,"Pretty average overall. The neutral was booking ease, and the customer service was nothing special.",neutral,"Pretty average overall. The neutral was booking ease, and the customer service was nothing special."
3b88cc06-6687-4c88-8dcd-cd17a76487f3,"Not the best, not the worst—just fine. The pricing was fine, and the customer service was acceptable.",neutral,"Not the best, not the worst—just fine. The pricing was fine, and the customer service was acceptable."
18c2cb5d-9392-4ab5-bc39-913adf5bee14,"An ordinary experience. The fine was booking ease, and the waiting time was nothing to rave about.",neutral,"An ordinary experience. The fine was booking ease, and the waiting time was nothing to rave about."
ddc4895c-1c84-4b49-a8e4-bc75c73cdba4,"If you're looking for a basic rental, this is okay. The mediocre was fuel policy, and the pickup process was neutral.",neutral,"If you're looking for a basic rental, this is okay. The mediocre was fuel policy, and the pickup process was neutral."
3b61814a-f8ee-4e6b-9523-c32a4b139210,"Didn't impress, but didn't disappoint either. The standard was fuel policy, and the mileage limit was alright.",neutral,"Didn't impress, but didn't disappoint either. The standard was fuel policy, and the mileage limit was alright."
c4f4103c-9c3b-4546-b8c9-906205e4b15a,"Nothing exceptional, but nothing terrible either. The average was air conditioning, and the return policy was fine.",neutral,"Nothing exceptional, but nothing terrible either. The average was air conditioning, and the return policy was fine."
4575620c-f8ec-432d-98b7-ee51bdac31f8,"An ordinary experience. The fine was upgrade options, and the fuel policy was nothing to rave about.",neutral,"An ordinary experience. The fine was upgrade options, and the fuel policy was nothing to rave about."
1f4cced0-a66a-4ef8-b846-1df9dbd41887,"If you're looking for a basic rental, this is okay. The decent was pickup process, and the upgrade options was neutral.",neutral,"If you're looking for a basic rental, this is okay. The decent was pickup process, and the upgrade options was neutral."
8426cf1d-5654-4d3c-9ac2-1b2ace8f8c06,"An ordinary experience. The passable was drop-off experience, and the air conditioning was nothing to rave about.",neutral,"An ordinary experience. The passable was drop-off experience, and the air conditioning was nothing to rave about."
173af8c1-1501-49af-b013-5ecd68b36ca2,"If you're looking for a basic rental, this is okay. The mediocre was vehicle condition, and the hidden fees was neutral.",neutral,"If you're looking for a basic rental, this is okay. The mediocre was vehicle condition, and the hidden fees was neutral."
ce314038-cee0-433c-bdcc-df76af3989b9,"The rental was neutral. The deposit policy was okay, and the mileage limit was neither great nor bad.",neutral,"The rental was neutral. The deposit policy was okay, and the mileage limit was neither great nor bad."
26aaf609-068f-45fc-9709-f54bbe152f4a,"The rental was average. The return policy was okay, and the hidden fees was neither great nor bad.",neutral,"The rental was average. The return policy was okay, and the hidden fees was neither great nor bad."
d7542b18-5ca8-492e-b1c1-0f7ec0c07469,"Didn't impress, but didn't disappoint either. The average was mileage limit, and the insurance options was alright.",neutral,"Didn't impress, but didn't disappoint either. The average was mileage limit, and the insurance options was alright."
647a0a4b-5105-4c91-989f-526132007bf9,"The rental was fine. The GPS availability was okay, and the fuel policy was neither great nor bad.",neutral,"The rental was fine. The GPS availability was okay, and the fuel policy was neither great nor bad."
26625f5b-959f-46f0-9c9d-87dfade99ae9,"Nothing too exciting. The neutral was drop-off experience, and the waiting time was just okay.",neutral,"Nothing too exciting. The neutral was drop-off experience, and the waiting time was just okay."
52767dd3-ac4f-4204-bd5f-b1e5e34ded8c,"An ordinary experience. The ordinary was roadside assistance, and the deposit policy was nothing to rave about.",neutral,"An ordinary experience. The ordinary was roadside assistance, and the deposit policy was nothing to rave about."
54848eee-e78f-463b-a1df-b66c7e14df0c,"Fairly standard. The neutral was roadside assistance, and the staff professionalism was neither good nor bad.",neutral,"Fairly standard. The neutral was roadside assistance, and the staff professionalism was neither good nor bad."
e7d1c745-4f6a-4041-8cc0-0627b0062c79,"If you're looking for a basic rental, this is okay. The ordinary was booking ease, and the GPS availability was neutral.",neutral,"If you're looking for a basic rental, this is okay. The ordinary was booking ease, and the GPS availability was neutral."
bd0190be-b6ba-405e-9f20-94ae920764b3,"Nothing exceptional, but nothing terrible either. The standard was booking ease, and the hidden fees was fine.",neutral,"Nothing exceptional, but nothing terrible either. The standard was booking ease, and the hidden fees was fine."
1cc13159-2cc7-4423-8abf-8c672e956581,"An ordinary experience. The passable was staff professionalism, and the insurance options was nothing to rave about.",neutral,"An ordinary experience. The passable was staff professionalism, and the insurance options was nothing to rave about."
cc3957b1-cb96-402a-9032-f0bec817ebd6,"A decent experience. The ordinary was vehicle condition, and the mileage limit could have been better.",neutral,"A decent experience. The ordinary was vehicle condition, and the mileage limit could have been better."
04b9b2f4-f4a8-4bcb-96ee-5ffcba32062d,"A decent experience. The standard was mileage limit, and the deposit policy could have been better.",neutral,"A decent experience. The standard was mileage limit, and the deposit policy could have been better."
17391666-69fc-46d4-a43e-35d9f710e36b,"If you're looking for a basic rental, this is okay. The average was mileage limit, and the hidden fees was neutral.",neutral,"If you're looking for a basic rental, this is okay. The average was mileage limit, and the hidden fees was neutral."
b56f6d90-a2f3-4bfa-9eb2-ef8703e337b0,"Nothing exceptional, but nothing terrible either. The passable was air conditioning, and the pickup process was fine.",neutral,"Nothing exceptional, but nothing terrible either. The passable was air conditioning, and the pickup process was fine."
26742a51-81c4-4fb5-b0af-1a25bc3bb578,"An ordinary experience. The ordinary was roadside assistance, and the fuel policy was nothing to rave about.",neutral,"An ordinary experience. The ordinary was roadside assistance, and the fuel policy was nothing to rave about."
9b1485bb-0957-4abc-b9ae-cb946c48d722,"Nothing exceptional, but nothing terrible either. The neutral was booking ease, and the GPS availability was fine.",neutral,"Nothing exceptional, but nothing terrible either. The neutral was booking ease, and the GPS availability was fine."
e49114f6-1bde-4bf3-a0f6-6a539c14ad6c,"The rental was mediocre. The return policy was okay, and the booking ease was neither great nor bad.",neutral,"The rental was mediocre. The return policy was okay, and the booking ease was neither great nor bad."
